, LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
484,CN1319700000000,13,197,"Marion County, GA",,,,
485,CN1319900000000,13,199,"Meriwether County, GA",,,,
486,CN1320100000000,13,201,"Miller County, GA",,,,
487,CN1320500000000,13,205,"Mitchell County, GA",,,,
488,CN1320700000000,13,207,"Monroe County, GA",,,,
489,CN1320900000000,13,209,"Montgomery County, GA",,,,
490,CN1321100000000,13,211,"Morgan County, GA",,,,
491,CN1321300000000,13,213,"Murray County, GA",,,,
492,CN1321500000000,13,215,"Muscogee County, GA",,,,
493,CN1321700000000,13,217,"Newton County, GA",,,,
494,CN1321900000000,13,219,"Oconee County, GA",,,,
495,CN1322100000000,13,221,"Oglethorpe County, GA",,,,
496,CN1322300000000,13,223,"Paulding County, GA",,,,
497,CN1322500000000,13,225,"Peach County, GA",,,,
498,CN1322700000000,13,227,"Pickens County, GA",,,,
499,CN1322900000000,13,229,"Pierce County, GA",,,,
500,CN1323100000000,13,231,"Pike County, GA",,,,
501,CN1323300000000,13,233,"Polk County, GA",,,,
502,CN1323500000000,13,235,"Pulaski County, GA",,,,
503,CN1323700000000,13,237,"Putnam County, GA",,,,
504,CN1323900000000,13,239,"Quitman County, GA",,,,
505,CN1324100000000,13,241,"Rabun County, GA",,,,
506,CN1324300000000,13,243,"Randolph County, GA",,,,
507,CN1324500000000,13,245,"Richmond County, GA",,,,
508,CN1324700000000,13,247,"Rockdale County, GA",,,,
509,CN1324900000000,13,249,"Schley County, GA",,,,
510,CN1325100000000,13,251,"Screven County, GA",,,,
511,CN1325300000000,13,253,"Seminole County, GA",,,,
512,CN1325500000000,13,255,"Spalding County, GA",,,,
513,CN1325700000000,13,257,"Stephens County, GA",,,,
514,CN1325900000000,13,259,"Stewart County, GA",,,,
515,CN1326100000000,13,261,"Sumter County, GA",,,,
516,CN1326300000000,13,263,"Talbot County, GA",,,,
517,CN1326500000000,13,265,"Taliaferro County, GA",,,,
518,CN1326700000000,13,267,"Tattnall County, GA",,,,
519,CN1326900000000,13,269,"Taylor County, GA",,,,
520,CN1327100000000,13,271,"Telfair County, GA",,,,
521,CN1327300000000,13,273,"Terrell County, GA",,,,
522,CN1327500000000,13,275,"Thomas County, GA",,,,
523,CN1327700000000,13,277,"Tift County, GA",,,,
524,CN1327900000000,13,279,"Toombs County, GA",,,,
525,CN1328100000000,13,281,"Towns County, GA",,,,
526,CN1328300000000,13,283,"Treutlen County, GA",,,,
527,CN1328500000000,13,285,"Troup County, GA",,,,
528,CN1328700000000,13,287,"Turner County, GA",,,,
529,CN1328900000000,13,289,"Twiggs County, GA",,,,
530,CN1329100000000,13,291,"Union County, GA",,,,
531,CN1329300000000,13,293,"Upson County, GA",,,,
532,CN1329500000000,13,295,"Walker County, GA",,,,
533,CN1329700000000,13,297,"Walton County, GA",,,,
534,CN1329900000000,13,299,"Ware County, GA",,,,
535,CN1330100000000,13,301,"Warren County, GA",,,,
536,CN1330300000000,13,303,"Washington County, GA",,,,
537,CN1330500000000,13,305,"Wayne County, GA",,,,
538,CN1330700000000,13,307,"Webster County, GA",,,,
539,CN1330900000000,13,309,"Wheeler County, GA",,,,
540,CN1331100000000,13,311,"White County, GA",,,,
541,CN1331300000000,13,313,"Whitfield County, GA",,,,
542,CN1331500000000,13,315,"Wilcox County, GA",,,,
543,CN1331700000000,13,317,"Wilkes County, GA",,,,
544,CN1331900000000,13,319,"Wilkinson County, GA",,,,
545,CN1332100000000,13,321,"Worth County, GA",,,,
546,CN1500100000000,15,1,"Hawaii County, HI",,,,
547,CN1500300000000,15,3,"Honolulu County/city, HI",,,,
548,CN1500700000000,15,7,"Kauai County, HI",,,,
549,CN1500900000000,15,9,"Maui County, HI",,,,
550,CN1600100000000,16,1,"Ada County, ID",,,,
551,CN1600300000000,16,3,"Adams County, ID",,,,
552,CN1600500000000,16,5,"Bannock County, ID",,,,
553,CN1600700000000,16,7,"Bear Lake County, ID",,,,
554,CN1600900000000,16,9,"Benewah County, ID",,,,
555,CN1601100000000,16,11,"Bingham County, ID",,,,
556,CN1601300000000,16,13,"Blaine County, ID",,,,
557,CN1601500000000,16,15,"Boise County, ID",,,,
558,CN1601700000000,16,17,"Bonner County, ID",,,,
559,CN1601900000000,16,19,"Bonneville County, ID",,,,
560,CN1602100000000,16,21,"Boundary County, ID",,,,
561,CN1602300000000,16,23,"Butte County, ID",,,,
562,CN1602500000000,16,25,"Camas County, ID",,,,
563,CN1602700000000,16,27,"Canyon County, ID",,,,
564,CN1602900000000,16,29,"Caribou County, ID",,,,
565,CN1603100000000,16,31,"Cassia County, ID",,,,
566,CN1603300000000,16,33,"Clark County, ID",,,,
567,CN1603500000000,16,35,"Clearwater County, ID",,,,
568,CN1603700000000,16,37,"Custer County, ID",,,,
569,CN1603900000000,16,39,"Elmore County, ID",,,,
570,CN1604100000000,16,41,"Franklin County, ID",,,,
571,CN1604300000000,16,43,"Fremont County, ID",,,,
572,CN1604500000000,16,45,"Gem County, ID",,,,
573,CN1604700000000,16,47,"Gooding County, ID",,,,
574,CN1604900000000,16,49,"Idaho County, ID",,,,
575,CN1605100000000,16,51,"Jefferson County, ID",,,,
576,CN1605300000000,16,53,"Jerome County, ID",,,,
577,CN1605500000000,16,55,"Kootenai County, ID",,,,
578,CN1605700000000,16,57,"Latah County, ID",,,,
579,CN1605900000000,16,59,"Lemhi County, ID",,,,
580,CN1606100000000,16,61,"Lewis County, ID",,,,
581,CN1606300000000,16,63,"Lincoln County, ID",,,,
582,CN1606500000000,16,65,"Madison County, ID",,,,
583,CN1606700000000,16,67,"Minidoka County, ID",,,,
584,CN1606900000000,16,69,"Nez Perce County, ID",,,,
585,CN1607100000000,16,71,"Oneida County, ID",,,,
586,CN1607300000000,16,73,"Owyhee County, ID",,,,
587,CN1607500000000,16,75,"Payette County, ID",,,,
588,CN1607700000000,16,77,"Power County, ID",,,,
589,CN1607900000000,16,79,"Shoshone County, ID",,,,
590,CN1608100000000,16,81,"Teton County, ID",,,,
591,CN1608300000000,16,83,"Twin Falls County, ID",,,,
592,CN1608500000000,16,85,"Valley County, ID",,,,
593,CN1608700000000,16,87,"Washington County, ID",,,,
594,CN1700100000000,17,1,"Adams County, IL",,,,
595,CN1700300000000,17,3,"Alexander County, IL",,,,
596,CN1700500000000,17,5,"Bond County, IL",,,,
597,CN1700700000000,17,7,"Boone County, IL",,,,
598,CN1700900000000,17,9,"Brown County, IL",,,,
599,CN1701100000000,17,11,"Bureau County, IL",,,,
600,CN1701300000000,17,13,"Calhoun County, IL",,,,
601,CN1701500000000,17,15,"Carroll County, IL",,,,
602,CN1701700000000,17,17,"Cass County, IL",,,,
603,CN1701900000000,17,19,"Champaign County, IL",,,,
604,CN1702100000000,17,21,"Christian County, IL",,,,
605,CN1702300000000,17,23,"Clark County, IL",,,,
606,CN1702500000000,17,25,"Clay County, IL",,,,
607,CN1702700000000,17,27,"Clinton County, IL",,,,
608,CN1702900000000,17,29,"Coles County, IL",,,,
609,CN1703100000000,17,31,"Cook County, IL",,,,
610,CN1703300000000,17,33,"Crawford County, IL",,,,
611,CN1703500000000,17,35,"Cumberland County, IL",,,,
612,CN1703700000000,17,37,"DeKalb County, IL",,,,
613,CN1703900000000,17,39,"De Witt County, IL",,,,
614,CN1704100000000,17,41,"Douglas County, IL",,,,
615,CN1704300000000,17,43,"DuPage County, IL",,,,
616,CN1704500000000,17,45,"Edgar County, IL",,,,
617,CN1704700000000,17,47,"Edwards County, IL",,,,
618,CN1704900000000,17,49,"Effingham County, IL",,,,
619,CN1705100000000,17,51,"Fayette County, IL",,,,
620,CN1705300000000,17,53,"Ford County, IL",,,,
621,CN1705500000000,17,55,"Franklin County, IL",,,,
622,CN1705700000000,17,57,"Fulton County, IL",,,,
623,CN1705900000000,17,59,"Gallatin County, IL",,,,
624,CN1706100000000,17,61,"Greene County, IL",,,,
625,CN1706300000000,17,63,"Grundy County, IL",,,,
626,CN1706500000000,17,65,"Hamilton County, IL",,,,
627,CN1706700000000,17,67,"Hancock County, IL",,,,
628,CN1706900000000,17,69,"Hardin County, IL",,,,
629,CN1707100000000,17,71,"Henderson County, IL",,,,
630,CN1707300000000,17,73,"Henry County, IL",,,,
631,CN1707500000000,17,75,"Iroquois County, IL",,,,
632,CN1707700000000,17,77,"Jackson County, IL",,,,
633,CN1707900000000,17,79,"Jasper County, IL",,,,
634,CN1708100000000,17,81,"Jefferson County, IL",,,,
635,CN1708300000000,17,83,"Jersey County, IL",,,,
636,CN1708500000000,17,85,"Jo Daviess County, IL",,,,
637,CN1708700000000,17,87,"Johnson County, IL",,,,
638,CN1708900000000,17,89,"Kane County, IL",,,,
639,CN1709100000000,17,91,"Kankakee County, IL",,,,
640,CN1709300000000,17,93,"Kendall County, IL",,,,
641,CN1709500000000,17,95,"Knox County, IL",,,,
642,CN1709700000000,17,97,"Lake County, IL",,,,
643,CN1709900000000,17,99,"LaSalle County, IL",,,,
644,CN1710100000000,17,101,"Lawrence County, IL",,,,
645,CN1710300000000,17,103,"Lee County, IL",,,,
646,CN1710500000000,17,105,"Livingston County, IL",,,,
647,CN1710700000000,17,107,"Logan County, IL",,,,
648,CN1710900000000,17,109,"McDonough County, IL",,,,
649,CN1711100000000,17,111,"McHenry County, IL",,,,
650,CN1711300000000,17,113,"McLean County, IL",,,,
651,CN1711500000000,17,115,"Macon County, IL",,,,
652,CN1711700000000,17,117,"Macoupin County, IL",,,,
653,CN1711900000000,17,119,"Madison County, IL",,,,
654,CN1712100000000,17,121,"Marion County, IL",,,,
655,CN1712300000000,17,123,"Marshall County, IL",,,,
656,CN1712500000000,17,125,"Mason County, IL",,,,
657,CN1712700000000,17,127,"Massac County, IL",,,,
658,CN1712900000000,17,129,"Menard County, IL",,,,
659,CN1713100000000,17,131,"Mercer County, IL",,,,
660,CN1713300000000,17,133,"Monroe County, IL",,,,
661,CN1713500000000,17,135,"Montgomery County, IL",,,,
662,CN1713700000000,17,137,"Morgan County, IL",,,,
663,CN1713900000000,17,139,"Moultrie County, IL",,,,
664,CN1714100000000,17,141,"Ogle County, IL",,,,
665,CN1714300000000,17,143,"Peoria County, IL",,,,
666,CN1714500000000,17,145,"Perry County, IL",,,,
667,CN1714700000000,17,147,"Piatt County, IL",,,,
668,CN1714900000000,17,149,"Pike County, IL",,,,
669,CN1715100000000,17,151,"Pope County, IL",,,,
670,CN1715300000000,17,153,"Pulaski County, IL",,,,
671,CN1715500000000,17,155,"Putnam County, IL",,,,
672,CN1715700000000,17,157,"Randolph County, IL",,,,
673,CN1715900000000,17,159,"Richland County, IL",,,,
674,CN1716100000000,17,161,"Rock Island County, IL",,,,
675,CN1716300000000,17,163,"St. Clair County, IL",,,,
676,CN1716500000000,17,165,"Saline County, IL",,,,
677,CN1716700000000,17,167,"Sangamon County, IL",,,,
678,CN1716900000000,17,169,"Schuyler County, IL",,,,
679,CN1717100000000,17,171,"Scott County, IL",,,,
680,CN1717300000000,17,173,"Shelby County, IL",,,,
681,CN1717500000000,17,175,"Stark County, IL",,,,
682,CN1717700000000,17,177,"Stephenson County, IL",,,,
683,CN1717900000000,17,179,"Tazewell County, IL",,,,
684,CN1718100000000,17,181,"Union County, IL",,,,
685,CN1718300000000,17,183,"Vermilion County, IL",,,,
686,CN1718500000000,17,185,"Wabash County, IL",,,,
687,CN1718700000000,17,187,"Warren County, IL",,,,
688,CN1718900000000,17,189,"Washington County, IL",,,,
689,CN1719100000000,17,191,"Wayne County, IL",,,,
690,CN1719300000000,17,193,"White County, IL",,,,
691,CN1719500000000,17,195,"Whiteside County, IL",,,,
692,CN1719700000000,17,197,"Will County, IL",,,,
693,CN1719900000000,17,199,"Williamson County, IL",,,,
694,CN1720100000000,17,201,"Winnebago County, IL",,,,
695,CN1720300000000,17,203,"Woodford County, IL",,,,
696,CN1800100000000,18,1,"Adams County, IN",,,,
697,CN1800300000000,18,3,"Allen County, IN",,,,
698,CN1800500000000,18,5,"Bartholomew County, IN",,,,
699,CN1800700000000,18,7,"Benton County, IN",,,,
700,CN1800900000000,18,9,"Blackford County, IN",,,,
701,CN1801100000000,18,11,"Boone County, IN",,,,
702,CN1801300000000,18,13,"Brown County, IN",,,,
703,CN1801500000000,18,15,"Carroll County, IN",,,,
704,CN1801700000000,18,17,"Cass County, IN",,,,
705,CN1801900000000,18,19,"Clark County, IN",,,,
706,CN1802100000000,18,21,"Clay County, IN",,,,
707,CN1802300000000,18,23,"Clinton County, IN",,,,
708,CN1802500000000,18,25,"Crawford County, IN",,,,
709,CN1802700000000,18,27,"Daviess County, IN",,,,
710,CN1802900000000,18,29,"Dearborn County, IN",,,,
711,CN1803100000000,18,31,"Decatur County, IN",,,,
712,CN1803300000000,18,33,"DeKalb County, IN",,,,
713,CN1803500000000,18,35,"Delaware County, IN",,,,
714,CN1803700000000,18,37,"Dubois County, IN",,,,
715,CN1803900000000,18,39,"Elkhart County, IN",,,,
716,CN1804100000000,18,41,"Fayette County, IN",,,,
717,CN1804300000000,18,43,"Floyd County, IN",,,,
718,CN1804500000000,18,45,"Fountain County, IN",,,,
719,CN1804700000000,18,47,"Franklin County, IN",,,,
720,CN1804900000000,18,49,"Fulton County, IN",,,,
721,CN1805100000000,18,51,"Gibson County, IN",,,,
722,CN1805300000000,18,53,"Grant County, IN",,,,
723,CN1805500000000,18,55,"Greene County, IN",,,,
724,CN1805700000000,18,57,"Hamilton County, IN",,,,
725,CN1805900000000,18,59,"Hancock County, IN",,,,
726,CN1806100000000,18,61,"Harrison County, IN",,,,
727,CN1806300000000,18,63,"Hendricks County, IN",,,,
728,CN1806500000000,18,65,"Henry County, IN",,,,
729,CN1806700000000,18,67,"Howard County, IN",,,,
730,CN1806900000000,18,69,"Huntington County, IN",,,,
731,CN1807100000000,18,71,"Jackson County, IN",,,,
732,CN1807300000000,18,73,"Jasper County, IN",,,,
733,CN1807500000000,18,75,"Jay County, IN",,,,
734,CN1807700000000,18,77,"Jefferson County, IN",,,,
735,CN1807900000000,18,79,"Jennings County, IN",,,,
736,CN1808100000000,18,81,"Johnson County, IN",,,,
737,CN1808300000000,18,83,"Knox County, IN",,,,
738,CN1808500000000,18,85,"Kosciusko County, IN",,,,
739,CN1808700000000,18,87,"LaGrange County, IN",,,,
740,CN1808900000000,18,89,"Lake County, IN",,,,
741,CN1809100000000,18,91,"LaPorte County, IN",,,,
742,CN1809300000000,18,93,"Lawrence County, IN",,,,
743,CN1809500000000,18,95,"Madison County, IN",,,,
744,CN1809700000000,18,97,"Marion County, IN",,,,
745,CN1809900000000,18,99,"Marshall County, IN",,,,
746,CN1810100000000,18,101,"Martin County, IN",,,,
747,CN1810300000000,18,103,"Miami County, IN",,,,
748,CN1810500000000,18,105,"Monroe County, IN",,,,
749,CN1810700000000,18,107,"Montgomery County, IN",,,,
750,CN1810900000000,18,109,"Morgan County, IN",,,,
751,CN1811100000000,18,111,"Newton County, IN",,,,
752,CN1811300000000,18,113,"Noble County, IN",,,,
753,CN1811500000000,18,115,"Ohio County, IN",,,,
754,CN1811700000000,18,117,"Orange County, IN",,,,
755,CN1811900000000,18,119,"Owen County, IN",,,,
756,CN1812100000000,18,121,"Parke County, IN",,,,
757,CN1812300000000,18,123,"Perry County, IN",,,,
758,CN1812500000000,18,125,"Pike County, IN",,,,
759,CN1812700000000,18,127,"Porter County, IN",,,,
760,CN1812900000000,18,129,"Posey County, IN",,,,
761,CN1813100000000,18,131,"Pulaski County, IN",,,,
762,CN1813300000000,18,133,"Putnam County, IN",,,,
763,CN1813500000000,18,135,"Randolph County, IN",,,,
764,CN1813700000000,18,137,"Ripley County, IN",,,,
765,CN1813900000000,18,139,"Rush County, IN",,,,
766,CN1814100000000,18,141,"St. Joseph County, IN",,,,
767,CN1814300000000,18,143,"Scott County, IN",,,,
768,CN1814500000000,18,145,"Shelby County, IN",,,,
769,CN1814700000000,18,147,"Spencer County, IN",,,,
770,CN1814900000000,18,149,"Starke County, IN",,,,
771,CN1815100000000,18,151,"Steuben County, IN",,,,
772,CN1815300000000,18,153,"Sullivan County, IN",,,,
773,CN1815500000000,18,155,"Switzerland County, IN",,,,
774,CN1815700000000,18,157,"Tippecanoe County, IN",,,,
775,CN1815900000000,18,159,"Tipton County, IN",,,,
776,CN1816100000000,18,161,"Union County, IN",,,,
777,CN1816300000000,18,163,"Vanderburgh County, IN",,,,
778,CN1816500000000,18,165,"Vermillion County, IN",,,,
779,CN1816700000000,18,167,"Vigo County, IN",,,,
780,CN1816900000000,18,169,"Wabash County, IN",,,,
781,CN1817100000000,18,171,"Warren County, IN",,,,
782,CN1817300000000,18,173,"Warrick County, IN",,,,
783,CN1817500000000,18,175,"Washington County, IN",,,,
784,CN1817700000000,18,177,"Wayne County, IN",,,,
785,CN1817900000000,18,179,"Wells County, IN",,,,
786,CN1818100000000,18,181,"White County, IN",,,,
787,CN1818300000000,18,183,"Whitley County, IN",,,,
788,CN1900100000000,19,1,"Adair County, IA",,,,
789,CN1900300000000,19,3,"Adams County, IA",,,,
790,CN1900500000000,19,5,"Allamakee County, IA",,,,
791,CN1900700000000,19,7,"Appanoose County, IA",,,,
792,CN1900900000000,19,9,"Audubon County, IA",,,,
793,CN1901100000000,19,11,"Benton County, IA",,,,
794,CN1901300000000,19,13,"Black Hawk County, IA",,,,
795,CN1901500000000,19,15,"Boone County, IA",,,,
796,CN1901700000000,19,17,"Bremer County, IA",,,,
797,CN1901900000000,19,19,"Buchanan County, IA",,,,
798,CN1902100000000,19,21,"Buena Vista County, IA",,,,
799,CN1902300000000,19,23,"Butler County, IA",,,,
800,CN1902500000000,19,25,"Calhoun County, IA",,,,
801,CN1902700000000,19,27,"Carroll County, IA",,,,
802,CN1902900000000,19,29,"Cass County, IA",,,,
803,CN1903100000000,19,31,"Cedar County, IA",,,,
804,CN1903300000000,19,33,"Cerro Gordo County, IA",,,,
805,CN1903500000000,19,35,"Cherokee County, IA",,,,
806,CN1903700000000,19,37,"Chickasaw County, IA",,,,
807,CN1903900000000,19,39,"Clarke County, IA",,,,
808,CN1904100000000,19,41,"Clay County, IA",,,,
809,CN1904300000000,19,43,"Clayton County, IA",,,,
810,CN1904500000000,19,45,"Clinton County, IA",,,,
811,CN1904700000000,19,47,"Crawford County, IA",,,,
812,CN1904900000000,19,49,"Dallas County, IA",,,,
813,CN1905100000000,19,51,"Davis County, IA",,,,
814,CN1905300000000,19,53,"Decatur County, IA",,,,
815,CN1905500000000,19,55,"Delaware County, IA",,,,
816,CN1905700000000,19,57,"Des Moines County, IA",,,,
817,CN1905900000000,19,59,"Dickinson County, IA",,,,
818,CN1906100000000,19,61,"Dubuque County, IA",,,,
819,CN1906300000000,19,63,"Emmet County, IA",,,,
820,CN1906500000000,19,65,"Fayette County, IA",,,,
821,CN1906700000000,19,67,"Floyd County, IA",,,,
822,CN1906900000000,19,69,"Franklin County, IA",,,,
823,CN1907100000000,19,71,"Fremont County, IA",,,,
824,CN1907300000000,19,73,"Greene County, IA",,,,
825,CN1907500000000,19,75,"Grundy County, IA",,,,
826,CN1907700000000,19,77,"Guthrie County, IA",,,,
827,CN1907900000000,19,79,"Hamilton County, IA",,,,
828,CN1908100000000,19,81,"Hancock County, IA",,,,
829,CN1908300000000,19,83,"Hardin County, IA",,,,
830,CN1908500000000,19,85,"Harrison County, IA",,,,
831,CN1908700000000,19,87,"Henry County, IA",,,,
832,CN1908900000000,19,89,"Howard County, IA",,,,
833,CN1909100000000,19,91,"Humboldt County, IA",,,,
834,CN1909300000000,19,93,"Ida County, IA",,,,
835,CN1909500000000,19,95,"Iowa County, IA",,,,
836,CN1909700000000,19,97,"Jackson County, IA",,,,
837,CN1909900000000,19,99,"Jasper County, IA",,,,
838,CN1910100000000,19,101,"Jefferson County, IA",,,,
839,CN1910300000000,19,103,"Johnson County, IA",,,,
840,CN1910500000000,19,105,"Jones County, IA",,,,
841,CN1910700000000,19,107,"Keokuk County, IA",,,,
842,CN1910900000000,19,109,"Kossuth County, IA",,,,
843,CN1911100000000,19,111,"Lee County, IA",,,,
844,CN1911300000000,19,113,"Linn County, IA",,,,
845,CN1911500000000,19,115,"Louisa County, IA",,,,
846,CN1911700000000,19,117,"Lucas County, IA",,,,
847,CN1911900000000,19,119,"Lyon County, IA",,,,
848,CN1912100000000,19,121,"Madison County, IA",,,,
849,CN1912300000000,19,123,"Mahaska County, IA",,,,
850,CN1912500000000,19,125,"Marion County, IA",,,,
851,CN1912700000000,19,127,"Marshall County, IA",,,,
852,CN1912900000000,19,129,"Mills County, IA",,,,
853,CN1913100000000,19,131,"Mitchell County, IA",,,,
854,CN1913300000000,19,133,"Monona County, IA",,,,
855,CN1913500000000,19,135,"Monroe County, IA",,,,
856,CN1913700000000,19,137,"Montgomery County, IA",,,,
857,CN1913900000000,19,139,"Muscatine County, IA",,,,
858,CN1914100000000,19,141,"O'Brien County, IA",,,,
859,CN1914300000000,19,143,"Osceola County, IA",,,,
860,CN1914500000000,19,145,"Page County, IA",,,,
861,CN1914700000000,19,147,"Palo Alto County, IA",,,,
862,CN1914900000000,19,149,"Plymouth County, IA",,,,
863,CN1915100000000,19,151,"Pocahontas County, IA",,,,
864,CN1915300000000,19,153,"Polk County, IA",,,,
865,CN1915500000000,19,155,"Pottawattamie County, IA",,,,
866,CN1915700000000,19,157,"Poweshiek County, IA",,,,
867,CN1915900000000,19,159,"Ringgold County, IA",,,,
868,CN1916100000000,19,161,"Sac County, IA",,,,
869,CN1916300000000,19,163,"Scott County, IA",,,,
870,CN1916500000000,19,165,"Shelby County, IA",,,,
871,CN1916700000000,19,167,"Sioux County, IA",,,,
872,CN1916900000000,19,169,"Story County, IA",,,,
873,CN1917100000000,19,171,"Tama County, IA",,,,
874,CN1917300000000,19,173,"Taylor County, IA",,,,
875,CN1917500000000,19,175,"Union County, IA",,,,
876,CN1917700000000,19,177,"Van Buren County, IA",,,,
877,CN1917900000000,19,179,"Wapello County, IA",,,,
878,CN1918100000000,19,181,"Warren County, IA",,,,
879,CN1918300000000,19,183,"Washington County, IA",,,,
880,CN1918500000000,19,185,"Wayne County, IA",,,,
881,CN1918700000000,19,187,"Webster County, IA",,,,
882,CN1918900000000,19,189,"Winnebago County, IA",,,,
883,CN1919100000000,19,191,"Winneshiek County, IA",,,,
884,CN1919300000000,19,193,"Woodbury County, IA",,,,
885,CN1919500000000,19,195,"Worth County, IA",,,,
886,CN1919700000000,19,197,"Wright County, IA",,,,
887,CN2000100000000,20,1,"Allen County, KS",,,,
888,CN2000300000000,20,3,"Anderson County, KS",,,,
889,CN2000500000000,20,5,"Atchison County, KS",,,,
890,CN2000700000000,20,7,"Barber County, KS",,,,
891,CN2000900000000,20,9,"Barton County, KS",,,,
892,CN2001100000000,20,11,"Bourbon County, KS",,,,
893,CN2001300000000,20,13,"Brown County, KS",,,,
894,CN2001500000000,20,15,"Butler County, KS",,,,
895,CN2001700000000,20,17,"Chase County, KS",,,,
896,CN2001900000000,20,19,"Chautauqua County, KS",,,,
897,CN2002100000000,20,21,"Cherokee County, KS",,,,
898,CN2002300000000,20,23,"Cheyenne County, KS",,,,
899,CN2002500000000,20,25,"Clark County, KS",,,,
900,CN2002700000000,20,27,"Clay County, KS",,,,
901,CN2002900000000,20,29,"Cloud County, KS",,,,
902,CN2003100000000,20,31,"Coffey County, KS",,,,
903,CN2003300000000,20,33,"Comanche County, KS",,,,
904,CN2003500000000,20,35,"Cowley County, KS",,,,
905,CN2003700000000,20,37,"Crawford County, KS",,,,
906,CN2003900000000,20,39,"Decatur County, KS",,,,
907,CN2004100000000,20,41,"Dickinson County, KS",,,,
908,CN2004300000000,20,43,"Doniphan County, KS",,,,
909,CN2004500000000,20,45,"Douglas County, KS",,,,
910,CN2004700000000,20,47,"Edwards County, KS",,,,
911,CN2004900000000,20,49,"Elk County, KS",,,,
912,CN2005100000000,20,51,"Ellis County, KS",,,,
913,CN2005300000000,20,53,"Ellsworth County, KS",,,,
914,CN2005500000000,20,55,"Finney County, KS",,,,
915,CN2005700000000,20,57,"Ford County, KS",,,,
916,CN2005900000000,20,59,"Franklin County, KS",,,,
917,CN2006100000000,20,61,"Geary County, KS",,,,
918,CN2006300000000,20,63,"Gove County, KS",,,,
919,CN2006500000000,20,65,"Graham County, KS",,,,
920,CN2006700000000,20,67,"Grant County, KS",,,,
921,CN2006900000000,20,69,"Gray County, KS",,,,
922,CN2007100000000,20,71,"Greeley County, KS",,,,
923,CN2007300000000,20,73,"Greenwood County, KS",,,,
924,CN2007500000000,20,75,"Hamilton County, KS",,,,
925,CN2007700000000,20,77,"Harper County, KS",,,,
926,CN2007900000000,20,79,"Harvey County, KS",,,,
927,CN2008100000000,20,81,"Haskell County, KS",,,,
928,CN2008300000000,20,83,"Hodgeman County, KS",,,,
929,CN2008500000000,20,85,"Jackson County, KS",,,,
930,CN2008700000000,20,87,"Jefferson County, KS",,,,
931,CN2008900000000,20,89,"Jewell County, KS",,,,
932,CN2009100000000,20,91,"Johnson County, KS",,,,
933,CN2009300000000,20,93,"Kearny County, KS",,,,
934,CN2009500000000,20,95,"Kingman County, KS",,,,
935,CN2009700000000,20,97,"Kiowa County, KS",,,,
936,CN2009900000000,20,99,"Labette County, KS",,,,
937,CN2010100000000,20,101,"Lane County, KS",,,,
938,CN2010300000000,20,103,"Leavenworth County, KS",,,,
939,CN2010500000000,20,105,"Lincoln County, KS",,,,
940,CN2010700000000,20,107,"Linn County, KS",,,,
941,CN2010900000000,20,109,"Logan County, KS",,,,
942,CN2011100000000,20,111,"Lyon County, KS",,,,
943,CN2011300000000,20,113,"McPherson County, KS",,,,
944,CN2011500000000,20,115,"Marion County, KS",,,,
945,CN2011700000000,20,117,"Marshall County, KS",,,,
946,CN2011900000000,20,119,"Meade County, KS",,,,
947,CN2012100000000,20,121,"Miami County, KS",,,,
948,CN2012300000000,20,123,"Mitchell County, KS",,,,
949,CN2012500000000,20,125,"Montgomery County, KS",,,,
950,CN2012700000000,20,127,"Morris County, KS",,,,
951,CN2012900000000,20,129,"Morton County, KS",,,,
952,CN2013100000000,20,131,"Nemaha County, KS",,,,
953,CN2013300000000,20,133,"Neosho County, KS",,,,
954,CN2013500000000,20,135,"Ness County, KS",,,,
955,CN2013700000000,20,137,"Norton County, KS",,,,
956,CN2013900000000,20,139,"Osage County, KS",,,,
957,CN2014100000000,20,141,"Osborne County, KS",,,,
958,CN2014300000000,20,143,"Ottawa County, KS",,,,
959,CN2014500000000,20,145,"Pawnee County, KS",,,,
960,CN2014700000000,20,147,"Phillips County, KS",,,,
961,CN2014900000000,20,149,"Pottawatomie County, KS",,,,
962,CN2015100000000,20,151,"Pratt County, KS",,,,
963,CN2015300000000,20,153,"Rawlins County, KS",,,,
964,CN2015500000000,20,155,"Reno County, KS",,,,
965,CN2015700000000,20,157,"Republic County, KS",,,,
966,CN2015900000000,20,159,"Rice County, KS",,,,
967,CN2016100000000,20,161,"Riley County, KS",,,,
968,CN2016300000000,20,163,"Rooks County, KS",,,,
969,CN2016500000000,20,165,"Rush County, KS",,,,
970,CN2016700000000,20,167,"Russell County, KS",,,,
971,CN2016900000000,20,169,"Saline County, KS",,,,
972,CN2017100000000,20,171,"Scott County, KS",,,,
973,CN2017300000000,20,173,"Sedgwick County, KS",,,,
974,CN2017500000000,20,175,"Seward County, KS",,,,
975,CN2017700000000,20,177,"Shawnee County, KS",,,,
976,CN2017900000000,20,179,"Sheridan County, KS",,,,
977,CN2018100000000,20,181,"Sherman County, KS",,,,
978,CN2018300000000,20,183,"Smith County, KS",,,,
979,CN2018500000000,20,185,"Stafford County, KS",,,,
980,CN2018700000000,20,187,"Stanton County, KS",,,,
981,CN2018900000000,20,189,"Stevens County, KS",,,,
